#  Timestep    No_Moles    No_Specs  O1296Si648
#  Timestep    No_Moles    No_Specs  O1296Si648
       4965           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
       4970           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
       4975           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
       4980           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
       4985           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
       4990           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
       4995           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
       5000           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
       5005           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
       5010           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
       5015           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
       5020           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
       5025           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
       5030           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
       5035           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
       5040           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
       5045           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
       5050           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
       5055           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
       5060           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
       5065           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
       5070           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
       5075           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
       5080           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
       5085           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
       5090           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
       5095           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
       5100           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
       5105           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
       5110           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
       5115           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
       5120           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
       5125           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
       5130           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
       5135           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
       5140           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
       5145           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
       5150           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
       5155           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
       5160           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
       5165           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
       5170           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
       5175           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
       5180           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
       5185           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
       5190           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
       5195           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
       5200           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
       5205           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
       5210           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
       5215           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
       5220           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
       5225           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
       5230           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
       5235           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
       5240           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
       5245           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
       5250           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
       5255           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
       5260           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
       5265           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
       5270           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
       5275           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
       5280           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
       5285           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
       5290           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
       5295           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
       5300           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
       5305           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
       5310           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
       5315           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
       5320           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
       5325           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
       5330           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
       5335           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
       5340           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
       5345           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
       5350           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
       5355           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
       5360           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
       5365           1           1           1
